fund_name,manager_name,fund_strategy,target_size_display,target_size_millions,currency,expected_quarter,expected_year,status,source_file,source_page,raw_line,quality_score,quality_reason
H.I.G. Middle Market Fund IV 5.5bn 2022,Blackstone Capital Partners IX 28.0bn 2022,,5.5bn,5500.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,6,H.I.G. Middle Market Fund IV 5.5bn 2022,70,real fund name; manager found; target size found
Wynnchurch Capital Partners VI 3.5bn 2023,Apax Partners XI 12.0bn 2023,,3.5bn,3500.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,6,Wynnchurch Capital Partners VI 3.5bn 2023,70,real fund name; manager found; target size found
One Rock Capital Partners IV 3.3bn 2023,Wynnchurch Capital Partners VI 3.5bn 2023,,3.3bn,3300.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,6,One Rock Capital Partners IV 3.3bn 2023,70,real fund name; manager found; target size found
North Haven Capital Partners VIII 3.2bn,Accel-KKR Capital Partners VII 4.4bn 2023,,3.2bn,3200.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,6,North Haven Capital Partners VIII 3.2bn 2024,70,real fund name; manager found; target size found
Cortec Group Fund VIII 3.2bn 2023,One Rock Capital Partners IV 3.3bn 2023,,3.2bn,3200.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,6,Cortec Group Fund VIII 3.2bn 2023,70,real fund name; manager found; target size found
Kinderhook Capital Fund 8 2.8bn,,,2.8bn,2800.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,6,Kinderhook Capital Fund 8 2.8bn 2024,70,real fund name; manager found; target size found
Quantum Capital Solutions II 2.8bn 2023,,,2.8bn,2800.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,6,Quantum Capital Solutions II 2.8bn 2023,70,real fund name; manager found; target size found
Trive Capital Fund V 2.7bn 2023,Quantum Capital Solutions II 2.8bn 2023,,2.7bn,2700.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,6,Trive Capital Fund V 2.7bn 2023,70,real fund name; manager found; target size found
Bain Capital Fund XIV 14.0bn,,,14.0bn,14000.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,7,Bain Capital Fund XIV 14.0bn 2024,70,real fund name; manager found; target size found
Berkshire Fund XI 7.8bn,,,7.8bn,7800.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,7,Berkshire Fund XI 7.8bn 2024,70,real fund name; manager found; target size found
American Industrial Partners Capital Fund VIII 5.1bn,,industrial,5.1bn,5100.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,7,American Industrial Partners Capital Fund VIII 5.1bn 2024,70,real fund name; manager found; target size found
Nautic Partners XI 4.5bn,,,4.5bn,4500.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,7,Nautic Partners XI 4.5bn 2024,70,real fund name; manager found; target size found
Jade Equity Investors II 3.6bn,,,3.6bn,3600.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,7,Jade Equity Investors II 3.6bn 2024,70,real fund name; manager found; target size found
Levine Leichtman Capital Partners VII 3.6bn,,,3.6bn,3600.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,7,Levine Leichtman Capital Partners VII 3.6bn 2024,70,real fund name; manager found; target size found
Sterling Group Partners VI 3.5bn,,,3.5bn,3500.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,7,Sterling Group Partners VI 3.5bn 2024,70,real fund name; manager found; target size found
One Equity Partners IX 3.3bn,,,3.3bn,3300.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,7,One Equity Partners IX 3.3bn 2024,70,real fund name; manager found; target size found
Thomas H. Lee Equity Fund X 3.0bn,,,3.0bn,3000.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,7,Thomas H. Lee Equity Fund X 3.0bn 2024,70,real fund name; manager found; target size found
HGGC Fund V 2.5bn* Raising,,,2.5bn,2500.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,8,HGGC Fund V 2.5bn* Raising,70,real fund name; manager found; target size found
Wind Point Partners XI 2.5bn* Raising,,,2.5bn,2500.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,8,Wind Point Partners XI 2.5bn* Raising,70,real fund name; manager found; target size found
BayPine Capital Partners Fund I 2.2bn 2021,Metalmark Capital Partners III 1.5bn 2019,,2.2bn,2200.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,8,BayPine Capital Partners Fund I 2.2bn 2021,70,real fund name; manager found; target size found
Tailwind Capital Partners IV 2.0bn* Held Close,,,2.0bn,2000.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,8,Tailwind Capital Partners IV 2.0bn* Held Close,70,real fund name; manager found; target size found
Leeds Equity Partners VIII 1.8bn* Held Close,Tailwind Capital Partners IV 2.0bn* Held Close,,1.8bn,1800.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,8,Leeds Equity Partners VIII 1.8bn* Held Close,70,real fund name; manager found; target size found
Palladium Equity Partners VI 1.5bn* Held Close,Leeds Equity Partners VIII 1.8bn* Held Close,,1.5bn,1500.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,8,Palladium Equity Partners VI 1.5bn* Held Close,70,real fund name; manager found; target size found
Metalmark Capital Partners III 1.5bn 2019,,,1.5bn,1500.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,8,Metalmark Capital Partners III 1.5bn 2019,70,real fund name; manager found; target size found
Lightyear Fund VI 1.4bn* Held Close,Palladium Equity Partners VI 1.5bn* Held Close,,1.4bn,1400.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,8,Lightyear Fund VI 1.4bn* Held Close,70,real fund name; manager found; target size found
MiddleGround Partners III 1.3bn* Held Close,Palladium Equity Partners VI 1.5bn* Held Close,,1.3bn,1300.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,8,MiddleGround Partners III 1.3bn* Held Close,70,real fund name; manager found; target size found
TruArc Fund V 1.1bn* Held Close,MiddleGround Partners III 1.3bn* Held Close,,1.1bn,1100.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,8,TruArc Fund V 1.1bn* Held Close,70,real fund name; manager found; target size found
Newlight Partners 1.0bn* Held Close,MiddleGround Partners III 1.3bn* Held Close,,1.0bn,1000.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,8,Newlight Partners 1.0bn* Held Close,70,real fund name; manager found; target size found
Waud Capital Partners VI 1.0bn* Held Close,Newlight Partners 1.0bn* Held Close,,1.0bn,1000.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,8,Waud Capital Partners VI 1.0bn* Held Close,70,real fund name; manager found; target size found
Frazier Growth Buyout XI 2.3bn,WestView Capital Partners V 1.0bn 2023,"buyout, growth",2.3bn,2300.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,9,Frazier Growth Buyout XI 2.3bn 2024,70,real fund name; manager found; target size found
A&M Capital Partners III 2.3bn 2021,Cornell Capital Partners II 1.7bn 2020,,2.3bn,2300.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,9,A&M Capital Partners III 2.3bn 2021,70,real fund name; manager found; target size found
JFL Equity Investors VI 2.2bn 2022,Thompson Street Capital Partners VI 1.5bn 2021,,2.2bn,2200.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,9,JFL Equity Investors VI 2.2bn 2022,70,real fund name; manager found; target size found
Cove Hill Partners Fund III 1.9bn,WestView Capital Partners V 1.0bn 2023,,1.9bn,1900.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,9,Cove Hill Partners Fund III 1.9bn 2024,70,real fund name; manager found; target size found
Mill Road Capital III 1.7bn 2019,Vestar Capital Partners VII 1.1bn 2018,,1.7bn,1700.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,9,Mill Road Capital III 1.7bn 2019,70,real fund name; manager found; target size found
Cornell Capital Partners II 1.7bn 2020,Mill Road Capital III 1.7bn 2019,,1.7bn,1700.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,9,Cornell Capital Partners II 1.7bn 2020,70,real fund name; manager found; target size found
Quad-C Partners X 1.7bn 2021,A&M Capital Partners III 2.3bn 2021,,1.7bn,1700.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,9,Quad-C Partners X 1.7bn 2021,70,real fund name; manager found; target size found
Percheron Capital Fund II 1.6bn 2023,Brightstar Capital Partners III 1.3bn 2022,,1.6bn,1600.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,9,Percheron Capital Fund II 1.6bn 2023,70,real fund name; manager found; target size found
Thompson Street Capital Partners VI 1.5bn 2021,,,1.5bn,1500.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,9,Thompson Street Capital Partners VI 1.5bn 2021,70,real fund name; manager found; target size found
Gauge Capital IV 1.4bn,,,1.4bn,1400.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,9,Gauge Capital IV 1.4bn 2024,70,real fund name; manager found; target size found
Brightstar Capital Partners III 1.3bn 2022,JFL Equity Investors VI 2.2bn 2022,,1.3bn,1300.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,9,Brightstar Capital Partners III 1.3bn 2022,70,real fund name; manager found; target size found
Trivest Recognition Fund 1.3bn 2023,,,1.3bn,1300.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,9,Trivest Recognition Fund 1.3bn 2023,70,real fund name; manager found; target size found
Windjammer Capital Fund VI 1.3bn 2023,,,1.3bn,1300.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,9,Windjammer Capital Fund VI 1.3bn 2023,70,real fund name; manager found; target size found
Vestar Capital Partners VII 1.1bn 2018,,,1.1bn,1100.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,9,Vestar Capital Partners VII 1.1bn 2018,70,real fund name; manager found; target size found
WestView Capital Partners V 1.0bn 2023,,,1.0bn,1000.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,9,WestView Capital Partners V 1.0bn 2023,70,real fund name; manager found; target size found
Aurora Equity Partners VII 2.1bn 2023,Serent Capital V 1.1bn 2022,,2.1bn,2100.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,10,Aurora Equity Partners VII 2.1bn 2023,70,real fund name; manager found; target size found
Flexpoint Fund V 2.0bn 2023,Aurora Equity Partners VII 2.1bn 2023,,2.0bn,2000.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,10,Flexpoint Fund V 2.0bn 2023,70,real fund name; manager found; target size found
KSL Capital Partners VI 2.0bn 2023,Aurora Equity Partners VII 2.1bn 2023,,2.0bn,2000.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,10,KSL Capital Partners VI 2.0bn 2023,70,real fund name; manager found; target size found
Incline Equity Partners VI 1.9bn 2023,KSL Capital Partners VI 2.0bn 2023,,1.9bn,1900.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,10,Incline Equity Partners VI 1.9bn 2023,70,real fund name; manager found; target size found
Graham Partners VI 1.8bn 2023,Incline Equity Partners VI 1.9bn 2023,,1.8bn,1800.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,10,Graham Partners VI 1.8bn 2023,70,real fund name; manager found; target size found
Gemspring Capital Fund III 1.7bn 2023,Graham Partners VI 1.8bn 2023,,1.7bn,1700.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,10,Gemspring Capital Fund III 1.7bn 2023,70,real fund name; manager found; target size found
TorQuest Partners Fund VI 1.5bn 2023,,,1.5bn,1500.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,10,TorQuest Partners Fund VI 1.5bn 2023,70,real fund name; manager found; target size found
Lee Equity Partners Fund IV 1.3bn 2023,,,1.3bn,1300.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,10,Lee Equity Partners Fund IV 1.3bn 2023,70,real fund name; manager found; target size found
Seidler Equity Partners VIII 1.3bn 2023,,,1.3bn,1300.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,10,Seidler Equity Partners VIII 1.3bn 2023,70,real fund name; manager found; target size found
EagleTree Partners VI 1.2bn 2022,RUBICON Technology Partners IV 1.7bn 2022,,1.2bn,1200.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,10,EagleTree Partners VI 1.2bn 2022,70,real fund name; manager found; target size found
Industrial Growth Partners VI 1.2bn 2022,EagleTree Partners VI 1.2bn 2022,"growth, industrial",1.2bn,1200.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,10,Industrial Growth Partners VI 1.2bn 2022,70,real fund name; manager found; target size found
Serent Capital V 1.1bn 2022,Industrial Growth Partners VI 1.2bn 2022,,1.1bn,1100.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,10,Serent Capital V 1.1bn 2022,70,real fund name; manager found; target size found
Arsenal Small Cap Fund 1.1bn 2022,Serent Capital V 1.1bn 2022,,1.1bn,1100.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,10,Arsenal Small Cap Fund 1.1bn 2022,70,real fund name; manager found; target size found
Mill Point Capital Partners III 1.7bn,,,1.7bn,1700.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,11,Mill Point Capital Partners III 1.7bn 2024,70,real fund name; manager found; target size found
Kingswood Capital Opportunities Fund III 1.5bn,,,1.5bn,1500.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,11,Kingswood Capital Opportunities Fund III 1.5bn 2024,70,real fund name; manager found; target size found
Shamrock Capital Growth Fund VI 1.3bn,,growth,1.3bn,1300.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,11,Shamrock Capital Growth Fund VI 1.3bn 2024,70,real fund name; manager found; target size found
GSP 5.0 Fund 1.2bn,,,1.2bn,1200.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,11,GSP 5.0 Fund 1.2bn 2024,70,real fund name; manager found; target size found
CenterOak Partners Fund III 1.1bn,,,1.1bn,1100.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,11,CenterOak Partners Fund III 1.1bn 2024,70,real fund name; manager found; target size found
LightBay Investment Partners II 1.0bn 2023,Greenbelt Capital Partners III 1.0bn 2023,,1.0bn,1000.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,11,LightBay Investment Partners II 1.0bn 2023,70,real fund name; manager found; target size found
SkyKnight Capital Fund IV 1.0bn 2023,LightBay Investment Partners II 1.0bn 2023,,1.0bn,1000.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,11,SkyKnight Capital Fund IV 1.0bn 2023,70,real fund name; manager found; target size found
Norwest Equity Partners XI 1.0bn,,,1.0bn,1000.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,11,Norwest Equity Partners XI 1.0bn 2024,70,real fund name; manager found; target size found
Excellere Partners IV 875m 2021,,,875m,875.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,12,Excellere Partners IV 875m 2021,70,real fund name; manager found; target size found
Carousel Capital Partners VII 850m* Raising,,,850m,850.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,12,Carousel Capital Partners VII 850m* Raising,70,real fund name; manager found; target size found
Endeavour Capital Fund VIII 850m 2021,Excellere Partners IV 875m 2021,,850m,850.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,12,Endeavour Capital Fund VIII 850m 2021,70,real fund name; manager found; target size found
Center Rock Capital Partners Fund II 750m* Held Close,Atlantic Street Capital V 750m* Held Close,,750m,750.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,12,Center Rock Capital Partners Fund II 750m* Held Close,70,real fund name; manager found; target size found
ICV Partners V 750m* Held Close,,,750m,750.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,12,ICV Partners V 750m* Held Close,70,real fund name; manager found; target size found
Vector Capital VI 750m* Held Close,ICV Partners V 750m* Held Close,,750m,750.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,12,Vector Capital VI 750m* Held Close,70,real fund name; manager found; target size found
Kinderhook Strategic Opportunities Fund I 750m* Raising,Carousel Capital Partners VII 850m* Raising,,750m,750.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,12,Kinderhook Strategic Opportunities Fund I 750m* Raising,70,real fund name; manager found; target size found
Influence X Music Fund III 750m* Raising,Carousel Capital Partners VII 850m* Raising,,750m,750.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,12,Influence X Music Fund III 750m* Raising,70,real fund name; manager found; target size found
Yellow Wood Partners Fund III 750m 2020,,,750m,750.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,12,Yellow Wood Partners Fund III 750m 2020,70,real fund name; manager found; target size found
CIP Capital Fund III 700m* Raising,Carousel Capital Partners VII 850m* Raising,,700m,700.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,12,CIP Capital Fund III 700m* Raising,70,real fund name; manager found; target size found
Beekman Investment Partners V 550m* Held Close,Vector Capital VI 750m* Held Close,,550m,550.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,12,Beekman Investment Partners V 550m* Held Close,70,real fund name; manager found; target size found
Soundcore Capital Partners Fund III 550m* Held Close,Beekman Investment Partners V 550m* Held Close,,550m,550.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,12,Soundcore Capital Partners Fund III 550m* Held Close,70,real fund name; manager found; target size found
Trivest Partners VII 950m 2022,,,950m,950.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,13,Trivest Partners VII 950m 2022,70,real fund name; manager found; target size found
MSouth Equity Partners IV 940m 2019,Graycliff Private Equity Partners V 600m 2023,,940m,940.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,13,MSouth Equity Partners IV 940m 2019,70,real fund name; manager found; target size found
Capitol Meridian Fund I 900m 2022,Trivest Partners VII 950m 2022,,900m,900.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,13,Capitol Meridian Fund I 900m 2022,70,real fund name; manager found; target size found
Comvest Investment Partners VI 881m 2022,Trivest Partners VII 950m 2022,,881m,881.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,13,Comvest Investment Partners VI 881m 2022,70,real fund name; manager found; target size found
Consonance Private Equity II 856m 2020,MSouth Equity Partners IV 940m 2019,private equity,856m,856.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,13,Consonance Private Equity II 856m 2020,70,real fund name; manager found; target size found
Blue Point Capital Partners V 850m 2022,Comvest Investment Partners VI 881m 2022,,850m,850.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,13,Blue Point Capital Partners V 850m 2022,70,real fund name; manager found; target size found
Clearview Capital Fund V 850m 2022,Blue Point Capital Partners V 850m 2022,,850m,850.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,13,Clearview Capital Fund V 850m 2022,70,real fund name; manager found; target size found
NexPhase Capital Fund V 795m 2022,,,795m,795.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,13,NexPhase Capital Fund V 795m 2022,70,real fund name; manager found; target size found
Mason Wells Buyout Fund V 767m 2021,,buyout,767m,767.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,13,Mason Wells Buyout Fund V 767m 2021,70,real fund name; manager found; target size found
Haveli VC Gaming Fund I 760m 2022,,,760m,760.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,13,Haveli VC Gaming Fund I 760m 2022,70,real fund name; manager found; target size found
DC Capital Partners Fund III 750m 2021,,,750m,750.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,13,DC Capital Partners Fund III 750m 2021,70,real fund name; manager found; target size found
Main Post Growth Capital III 736m 2022,,growth,736m,736.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,13,Main Post Growth Capital III 736m 2022,70,real fund name; manager found; target size found
Gamut Investment Fund II 719m 2022,Main Post Growth Capital III 736m 2022,,719m,719.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,13,Gamut Investment Fund II 719m 2022,70,real fund name; manager found; target size found
Industrial Opportunity Partners IV 650m 2022,,industrial,650m,650.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,13,Industrial Opportunity Partners IV 650m 2022,70,real fund name; manager found; target size found
Align Capital Partners Fund III 620m 2022,Industrial Opportunity Partners IV 650m 2022,,620m,620.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,13,Align Capital Partners Fund III 620m 2022,70,real fund name; manager found; target size found
Clearhaven Fund II 580m 2023,Graycliff Private Equity Partners V 600m 2023,,580m,580.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,13,Clearhaven Fund II 580m 2023,70,real fund name; manager found; target size found
Coalesce Capital Fund I 900m 2023,,,900m,900.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,14,Coalesce Capital Fund I 900m 2023,70,real fund name; manager found; target size found
Frontenac XIII Private Capital 900m,,,900m,900.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,14,Frontenac XIII Private Capital 900m 2024,70,real fund name; manager found; target size found
CIVC Partners Fund VII 870m 2023,,,870m,870.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,14,CIVC Partners Fund VII 870m 2023,70,real fund name; manager found; target size found
GHK Fund II 870m 2023,,,870m,870.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,14,GHK Fund II 870m 2023,70,real fund name; manager found; target size found
McCarthy Capital Fund VIII 870m,,,870m,870.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,14,McCarthy Capital Fund VIII 870m 2024,70,real fund name; manager found; target size found
L Squared Capital Fund IV 840m 2023,,,840m,840.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,14,L Squared Capital Fund IV 840m 2023,70,real fund name; manager found; target size found
Hidden Harbor Capital Partners Fund III 800m,,,800m,800.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,14,Hidden Harbor Capital Partners Fund III 800m 2024,70,real fund name; manager found; target size found
Vance Street Fund IV 775m 2023,,,775m,775.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,14,Vance Street Fund IV 775m 2023,70,real fund name; manager found; target size found
Brynwood Partners IX 750m 2023,,,750m,750.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,14,Brynwood Partners IX 750m 2023,70,real fund name; manager found; target size found
Tower Arch Partners III 750m 2023,Brynwood Partners IX 750m 2023,,750m,750.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,14,Tower Arch Partners III 750m 2023,70,real fund name; manager found; target size found
Northlane Capital Partners III 750m,,,750m,750.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,14,Northlane Capital Partners III 750m 2024,70,real fund name; manager found; target size found
CORE Industrial Partners Fund III 685m,,industrial,685m,685.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,14,CORE Industrial Partners Fund III 685m 2024,70,real fund name; manager found; target size found
Blue Sea Capital Fund III 618m 2023,Tower Arch Partners III 750m 2023,,618m,618.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,14,Blue Sea Capital Fund III 618m 2023,70,real fund name; manager found; target size found
Silver Oak Services Fund IV 500m 2019,,,500m,500.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,15,Silver Oak Services Fund IV 500m 2019,70,real fund name; manager found; target size found
HCP Services Fund 450m* Held Close,Sorenson Capital Partners IV 500m* Held Close,,450m,450.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,15,HCP Services Fund 450m* Held Close,70,real fund name; manager found; target size found
Baird Capital Global Fund III 425m* Raising,,,425m,425.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,15,Baird Capital Global Fund III 425m* Raising,70,real fund name; manager found; target size found
HCI Equity Partners V 405m 2017,,,405m,405.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,15,HCI Equity Partners V 405m 2017,70,real fund name; manager found; target size found
Gainline Equity Fund II 400m 2021,Housatonic Equity Investors VII 241m 2020,,400m,400.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,15,Gainline Equity Fund II 400m 2021,70,real fund name; manager found; target size found
North Castle Partners VII 400m 2019,,,400m,400.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,15,North Castle Partners VII 400m 2019,70,real fund name; manager found; target size found
Quad Partners VI 388m 2021,,,388m,388.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,15,Quad Partners VI 388m 2021,70,real fund name; manager found; target size found
HKW Capital Partners V 365m 2019,North Castle Partners VII 400m 2019,,365m,365.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,15,HKW Capital Partners V 365m 2019,70,real fund name; manager found; target size found
Swan Investment Partners Fund I 300m* Held Close,Sorenson Capital Partners IV 500m* Held Close,,300m,300.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,15,Swan Investment Partners Fund I 300m* Held Close,70,real fund name; manager found; target size found
Housatonic Equity Investors VII 241m 2020,HCI Equity Partners V 405m 2017,,241m,241.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,15,Housatonic Equity Investors VII 241m 2020,70,real fund name; manager found; target size found
