fund_name,manager_name,fund_strategy,target_size_display,target_size_millions,currency,expected_quarter,expected_year,status,source_file,source_page,raw_line,quality_score,quality_reason
Fund Size ($) Status/Vintage 2027 and Beyond Amulet Capital Fund III 1.2bn 2023,,,1.2bn,1200.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,11,Fund Size ($) Status/Vintage 2026 2027 and Beyond Amulet Capital Fund III 1.2bn 2023,65,real fund name; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond JLL Partners Fund IX 906m* Held Close,,,906m,906.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,12,Fund Size ($) Status/Vintage 2026 2027 and Beyond JLL Partners Fund IX 906m* Held Close,65,real fund name; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond RoundTable Healthcare VI 800m 2022,,healthcare,800m,800.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,13,Fund Size ($) Status/Vintage 2026 2027 and Beyond RoundTable Healthcare VI 800m 2022,65,real fund name; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond Angeles Equity Partners II 540m 2022,,,540m,540.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,14,Fund Size ($) Status/Vintage 2026 2027 and Beyond Angeles Equity Partners II 540m 2022,65,real fund name; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond AEA Elevate Fund II 500m* Held Close,,,500m,500.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,15,Fund Size ($) Status/Vintage 2026 2027 and Beyond AEA Elevate Fund II 500m* Held Close,65,real fund name; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond Prairie Capital VII 450m 2021,,,450m,450.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,16,Fund Size ($) Status/Vintage 2026 2027 and Beyond Prairie Capital VII 450m 2021,65,real fund name; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond Lead Edge Capital VII * Raising,North American Growth Equity Universe Cont.,,,,,,2026.0,Expected / TBD,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,18,Fund Size ($) Status/Vintage 2026 2027 and Beyond Lead Edge Capital VII TBD* Raising,70,real fund name; manager found; expected year found; status found
Updata Partners VIII 850m,,,850m,850.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,19,Updata Partners VIII 850m 2026,80,real fund name; manager found; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond Long Arc Capital Fund I 225m 2020,North American Growth Equity Universe Cont.,,225m,225.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,19,Fund Size ($) Status/Vintage 2026 2027 and Beyond Long Arc Capital Fund I 225m 2020,80,real fund name; manager found; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond Vivo Capital Fund X 1.5bn* Held Close,North American Venture Capital Universe,,1.5bn,1500.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,20,Fund Size ($) Status/Vintage 2026 2027 and Beyond Vivo Capital Fund X 1.5bn* Held Close,80,real fund name; manager found; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond Meritech Capital Partners VIII 1.1bn 2022,North American Venture Capital Universe Cont.,,1.1bn,1100.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,21,Fund Size ($) Status/Vintage 2026 2027 and Beyond Meritech Capital Partners VIII 1.1bn 2022,80,real fund name; manager found; target size found; expected year found
Lux Ventures IX 1.5bn,,venture,1.5bn,1500.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,22,Lux Ventures IX 1.5bn 2026,80,real fund name; manager found; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond Bain Capital Venture Fund X 1.4bn 2023,North American Venture Capital Universe Cont.,venture,1.4bn,1400.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,22,Fund Size ($) Status/Vintage 2026 2027 and Beyond Bain Capital Venture Fund X 1.4bn 2023,80,real fund name; manager found; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond Roark Capital Partners VII 5.0bn* Held Close,,,5.0bn,5000.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,23,Fund Size ($) Status/Vintage 2026 2027 and Beyond Roark Capital Partners VII 5.0bn* Held Close,65,real fund name; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond Gallatin Point Capital Partners III 2.0bn* Held Close,,,2.0bn,2000.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,27,Fund Size ($) Status/Vintage 2026 2027 and Beyond Gallatin Point Capital Partners III 2.0bn* Held Close,65,real fund name; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond Patient Square Equity Partners II 6.0bn* Held Close,,,6.0bn,6000.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,28,Fund Size ($) Status/Vintage 2026 2027 and Beyond Patient Square Equity Partners II 6.0bn* Held Close,65,real fund name; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond Consonance Private Equity II 856m 2020,,private equity,856m,856.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,30,Fund Size ($) Status/Vintage 2026 2027 and Beyond Consonance Private Equity II 856m 2020,65,real fund name; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond 3 Boomerang Capital I 376m 2023,,,376m,376.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,31,Fund Size ($) Status/Vintage 2026 2027 and Beyond 3 Boomerang Capital I 376m 2023,65,real fund name; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond KKR Global Infrastructure Investors V 20.0bn* Held Close,,infrastructure,20.0bn,20000.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,32,Fund Size ($) Status/Vintage 2026 2027 and Beyond KKR Global Infrastructure Investors V 20.0bn* Held Close,65,real fund name; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond Oaktree Special Situations Fund IV 4.5bn* Raising,,,4.5bn,4500.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,33,Fund Size ($) Status/Vintage 2026 2027 and Beyond Oaktree Special Situations Fund IV 4.5bn* Raising,65,real fund name; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond Energy & Minerals Group Fund V 803m 2019,,energy,803m,803.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,34,Fund Size ($) Status/Vintage 2026 2027 and Beyond Energy & Minerals Group Fund V 803m 2019,65,real fund name; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond Argo Series 3 2.1bn 2020,,,2.1bn,2100.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,35,Fund Size ($) Status/Vintage 2026 2027 and Beyond Argo Series 3 2.1bn 2020,65,real fund name; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond Clearlake Capital Partners VIII 15.0bn* Held Close,,,15.0bn,15000.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,37,Fund Size ($) Status/Vintage 2026 2027 and Beyond Clearlake Capital Partners VIII 15.0bn* Held Close,65,real fund name; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond Sixth Street Opportunities V 4.1bn 2022,,,4.1bn,4100.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,39,Fund Size ($) Status/Vintage 2026 2027 and Beyond Sixth Street Opportunities V 4.1bn 2022,65,real fund name; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond Blackstone Capital Opportunities Fund V 10.0bn* Held Close,,,10.0bn,10000.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,40,Fund Size ($) Status/Vintage 2026 2027 and Beyond Blackstone Capital Opportunities Fund V 10.0bn* Held Close,65,real fund name; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond Audax Mezzanine Fund V 1.9bn 2021,,,1.9bn,1900.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,41,Fund Size ($) Status/Vintage 2026 2027 and Beyond Audax Mezzanine Fund V 1.9bn 2021,65,real fund name; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond Audax Direct Lending Solutions Fund III 5.0bn* Held Close,,direct lending,5.0bn,5000.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,42,Fund Size ($) Status/Vintage 2026 2027 and Beyond Audax Direct Lending Solutions Fund III 5.0bn* Held Close,65,real fund name; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond SJC Capital Finance Fund IV 690m* Raising,,,690m,690.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,43,Fund Size ($) Status/Vintage 2026 2027 and Beyond SJC Capital Finance Fund IV 690m* Raising,65,real fund name; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond Oaktree Lending Partners 10.0bn 2023,,,10.0bn,10000.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,44,Fund Size ($) Status/Vintage 2026 2027 and Beyond Oaktree Lending Partners 10.0bn 2023,65,real fund name; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond Overland Advantage 5.0bn* Evergreen,North American Asset Backed Lending Universe,,5.0bn,5000.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,45,Fund Size ($) Status/Vintage 2026 2027 and Beyond Overland Advantage 5.0bn* Evergreen,80,real fund name; manager found; target size found; expected year found
Debt Fund Size ($) Status/Vintage 2027 and Beyond Pretium Residential Credit Fund III 2.5bn* Held Close,,credit,2.5bn,2500.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,46,Debt Fund Size ($) Status/Vintage 2026 2027 and Beyond Pretium Residential Credit Fund III 2.5bn* Held Close,65,real fund name; target size found; expected year found
Opportunistic Fund Size ($) Status/Vintage 2027 and Beyond KKR Real Estate Partners Americas IV 4.5bn* Held Close,,"opportunistic, real estate",4.5bn,4500.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,47,Opportunistic Fund Size ($) Status/Vintage 2026 2027 and Beyond KKR Real Estate Partners Americas IV 4.5bn* Held Close,65,real fund name; target size found; expected year found
Bain Capital Real Estate III 3.4bn,,real estate,3.4bn,3400.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,48,Bain Capital Real Estate III 3.4bn 2026,65,real fund name; target size found; expected year found
Value Added Fund Size ($) Status/Vintage 2027 and Beyond AG Realty Value Fund XI 3.3bn* Held Close,,,3.3bn,3300.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,48,Value Added Fund Size ($) Status/Vintage 2026 2027 and Beyond AG Realty Value Fund XI 3.3bn* Held Close,65,real fund name; target size found; expected year found
Core Fund Size ($) Status/Vintage 2027 and Beyond Housing Platform Fund 2.0bn* Held Close,,,2.0bn,2000.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,49,Core Fund Size ($) Status/Vintage 2026 2027 and Beyond Housing Platform Fund 2.0bn* Held Close,65,real fund name; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond Fortress Credit Opportunities Fund VI 8.0bn* Held Close,,credit,8.0bn,8000.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,50,Fund Size ($) Status/Vintage 2026 2027 and Beyond Fortress Credit Opportunities Fund VI 8.0bn* Held Close,65,real fund name; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond StepStone Secondary Opportunities Fund VI 6.0bn* Raising,,,6.0bn,6000.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,51,Fund Size ($) Status/Vintage 2026 2027 and Beyond StepStone Secondary Opportunities Fund VI 6.0bn* Raising,65,real fund name; target size found; expected year found
LGP Sage Equity Investors 3.6bn,,,3.6bn,3600.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,52,LGP Sage Equity Investors 3.6bn 2026,80,real fund name; manager found; target size found; expected year found
Fund Size ($) Status/Vintage 2027 and Beyond TR Capital V 600m 2022,,,600m,600.0,,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,52,Fund Size ($) Status/Vintage 2026 2027 and Beyond TR Capital V 600m 2022,65,real fund name; target size found; expected year found
Apax Partners XII $12.0bn*,,,$12.0bn,12000.0,USD,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,54,Apax Partners XII $12.0bn* 2026,80,real fund name; manager found; target size found; expected year found
Fund Size Status/Vintage 2027 and Beyond Nordic Capital Fund XII €10.0bn* Held Close,,,€10.0bn,10000.0,EUR,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,54,Fund Size Status/Vintage 2026 2027 and Beyond Nordic Capital Fund XII €10.0bn* Held Close,65,real fund name; target size found; expected year found
PAI Partners IX €8.0bn*,,,€8.0bn,8000.0,EUR,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,54,PAI Partners IX €8.0bn* 2026,80,real fund name; manager found; target size found; expected year found
Vitruvian Investment Partners VI €8.0bn*,,,€8.0bn,8000.0,EUR,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,54,Vitruvian Investment Partners VI €8.0bn* 2026,80,real fund name; manager found; target size found; expected year found
Fund Size Status/Vintage 2027 and Beyond Triton Fund 6 €5.5bn* Held Close,,,€5.5bn,5500.0,EUR,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,55,Fund Size Status/Vintage 2026 2027 and Beyond Triton Fund 6 €5.5bn* Held Close,65,real fund name; target size found; expected year found
Fund Size Status/Vintage 2027 and Beyond Bregal Milestone III €800m* Held Close,,,€800m,800.0,EUR,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,56,Fund Size Status/Vintage 2026 2027 and Beyond Bregal Milestone III €800m* Held Close,65,real fund name; target size found; expected year found
Fund Size Status/Vintage 2027 and Beyond BlackFin Financial Services Fund IV €1.9bn,,,€1.9bn,1900.0,EUR,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,57,Fund Size Status/Vintage 2026 2027 and Beyond BlackFin Financial Services Fund IV €1.9bn 2024,65,real fund name; target size found; expected year found
Apheon MidCap Buyout VI €1.3bn,,buyout,€1.3bn,1300.0,EUR,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,57,Apheon MidCap Buyout VI €1.3bn 2026,80,real fund name; manager found; target size found; expected year found
Fund Size Status/Vintage 2027 and Beyond TPG Rise Climate II $8.0bn* Held Close,,climate,$8.0bn,8000.0,USD,,2026.0,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,58,Fund Size Status/Vintage 2026 2027 and Beyond TPG Rise Climate II $8.0bn* Held Close,65,real fund name; target size found; expected year found
